Season,Total Players,Academy Players,Debuts Players(Academy)
1987-88,22,[Josep Moratalla Claramunt/Francisco José Carrasco Hidalgo/Ramón María Calderé del Rey/Salvador García Puig/José Manuel Martínez Toral/Francisco Javier Clos Orozco/Ángel Pedraza Lamilla/Francisco López López/Mohamed Ali Amar],[Cristóbal Parralo Aguilera/David Linde Sales]
